@relation 'dataset-weka.filters.unsupervised.instance.imagefilter.SimpleColorHistogramFilter-DC:\\Users\\ngocl\\eclipse-workspace\\datn-be-weka.filters.unsupervised.attribute.Remove-R1'

@attribute 'RGB Color Histogram0' numeric
@attribute 'RGB Color Histogram1' numeric
@attribute 'RGB Color Histogram2' numeric
@attribute 'RGB Color Histogram3' numeric
@attribute 'RGB Color Histogram4' numeric
@attribute 'RGB Color Histogram5' numeric
@attribute 'RGB Color Histogram6' numeric
@attribute 'RGB Color Histogram7' numeric
@attribute 'RGB Color Histogram8' numeric
@attribute 'RGB Color Histogram9' numeric
@attribute 'RGB Color Histogram10' numeric
@attribute 'RGB Color Histogram11' numeric
@attribute 'RGB Color Histogram12' numeric
@attribute 'RGB Color Histogram13' numeric
@attribute 'RGB Color Histogram14' numeric
@attribute 'RGB Color Histogram15' numeric
@attribute 'RGB Color Histogram16' numeric
@attribute 'RGB Color Histogram17' numeric
@attribute 'RGB Color Histogram18' numeric
@attribute 'RGB Color Histogram19' numeric
@attribute 'RGB Color Histogram20' numeric
@attribute 'RGB Color Histogram21' numeric
@attribute 'RGB Color Histogram22' numeric
@attribute 'RGB Color Histogram23' numeric
@attribute 'RGB Color Histogram24' numeric
@attribute 'RGB Color Histogram25' numeric
@attribute 'RGB Color Histogram26' numeric
@attribute 'RGB Color Histogram27' numeric
@attribute 'RGB Color Histogram28' numeric
@attribute 'RGB Color Histogram29' numeric
@attribute 'RGB Color Histogram30' numeric
@attribute 'RGB Color Histogram31' numeric
@attribute 'RGB Color Histogram32' numeric
@attribute 'RGB Color Histogram33' numeric
@attribute 'RGB Color Histogram34' numeric
@attribute 'RGB Color Histogram35' numeric
@attribute 'RGB Color Histogram36' numeric
@attribute 'RGB Color Histogram37' numeric
@attribute 'RGB Color Histogram38' numeric
@attribute 'RGB Color Histogram39' numeric
@attribute 'RGB Color Histogram40' numeric
@attribute 'RGB Color Histogram41' numeric
@attribute 'RGB Color Histogram42' numeric
@attribute 'RGB Color Histogram43' numeric
@attribute 'RGB Color Histogram44' numeric
@attribute 'RGB Color Histogram45' numeric
@attribute 'RGB Color Histogram46' numeric
@attribute 'RGB Color Histogram47' numeric
@attribute 'RGB Color Histogram48' numeric
@attribute 'RGB Color Histogram49' numeric
@attribute 'RGB Color Histogram50' numeric
@attribute 'RGB Color Histogram51' numeric
@attribute 'RGB Color Histogram52' numeric
@attribute 'RGB Color Histogram53' numeric
@attribute 'RGB Color Histogram54' numeric
@attribute 'RGB Color Histogram55' numeric
@attribute 'RGB Color Histogram56' numeric
@attribute 'RGB Color Histogram57' numeric
@attribute 'RGB Color Histogram58' numeric
@attribute 'RGB Color Histogram59' numeric
@attribute 'RGB Color Histogram60' numeric
@attribute 'RGB Color Histogram61' numeric
@attribute 'RGB Color Histogram62' numeric
@attribute 'RGB Color Histogram63' numeric
@attribute class {Sofa,BanGhe,Giuong,Ke}

@data
255,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,71,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,119,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,240,Giuong
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,14,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giuong
255,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,71,10,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,119,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,240,Giuong
255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,Giuong
102,66,0,0,1,51,1,0,0,0,0,0,0,0,0,0,6,1,0,0,9,135,58,0,0,1,34,0,0,0,0,0,0,0,0,0,0,39,2,0,0,48,255,22,0,0,3,20,0,0,0,0,0,0,0,0,0,1,34,2,0,0,15,66,Giuong
255,8,0,0,1,6,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,53,6,0,0,2,5,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,53,5,0,0,2,6,0,0,0,0,0,0,0,0,0,0,4,2,0,0,5,244,Giuong
41,95,0,0,0,121,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,161,0,0,0,95,23,0,0,0,0,0,0,0,0,0,23,0,0,0,64,255,42,0,0,0,28,0,0,0,0,0,0,0,0,0,23,130,0,0,0,106,177,Giuong
37,11,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,71,24,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,199,56,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,Giuong
138,90,0,0,0,72,4,0,0,0,0,0,0,0,0,0,5,0,0,0,9,119,101,0,0,0,61,2,0,0,0,0,0,0,0,0,1,35,0,0,0,48,203,43,0,0,1,31,0,0,0,0,0,0,0,0,0,7,98,0,0,0,109,255,Giuong
138,90,0,0,0,72,4,0,0,0,0,0,0,0,0,0,5,0,0,0,9,119,101,0,0,0,61,2,0,0,0,0,0,0,0,0,1,35,0,0,0,48,203,43,0,0,1,31,0,0,0,0,0,0,0,0,0,7,98,0,0,0,109,255,Giuong
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,16,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giuong
193,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,35,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,70,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,10,255,Giuong
47,87,0,0,0,122,9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,147,158,0,0,0,96,19,0,0,0,0,0,0,0,0,0,30,1,0,0,71,255,50,0,0,11,27,0,0,0,0,0,0,0,0,0,20,124,8,0,0,58,200,Giuong
186,28,0,0,2,17,0,0,0,0,0,0,0,0,0,0,10,3,0,0,7,77,18,0,0,2,15,0,0,0,0,0,0,0,0,0,0,10,3,0,0,10,85,15,0,0,3,18,0,0,0,0,0,0,0,0,0,0,12,4,0,0,18,255,Giuong
22,56,0,0,0,86,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,71,0,0,0,42,0,0,0,0,0,0,0,0,0,0,34,0,0,0,97,255,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,19,Giuong
28,58,0,0,0,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,75,0,0,0,44,0,0,0,0,0,0,0,0,0,0,36,0,0,0,94,255,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,21,Giuong
28,58,0,0,0,82,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,75,0,0,0,44,0,0,0,0,0,0,0,0,0,0,36,0,0,0,94,255,8,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,21,Giuong
80,60,0,0,0,62,1,0,0,0,0,0,0,0,0,0,3,0,0,0,7,146,82,0,0,0,51,0,0,0,0,0,0,0,0,0,0,49,0,0,0,56,255,22,0,0,0,12,0,0,0,0,0,0,0,0,0,0,32,0,0,0,13,51,Giuong
67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,57,255,Giuong
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,8,75,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,30,3,0,0,21,255,15,0,0,13,14,0,0,0,0,0,0,0,0,0,0,30,18,0,0,23,243,Giuong
139,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,46,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,56,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,255,Giuong
32,58,0,0,0,86,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,141,83,0,0,1,43,0,0,0,0,0,0,0,0,0,0,48,2,0,0,74,255,12,0,0,3,10,0,0,0,0,0,0,0,0,0,2,19,1,0,0,7,22,Giuong
255,34,0,0,4,21,0,0,0,0,0,0,0,0,0,0,13,6,0,0,10,112,22,0,0,4,19,0,0,0,0,0,0,0,0,0,0,13,5,0,0,12,112,18,0,0,5,19,0,0,0,0,0,0,0,0,0,0,14,5,0,0,17,239,Giuong
14,26,0,0,0,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,49,0,0,0,62,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,191,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,79,Giuong
18,29,0,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,53,0,0,0,63,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,205,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,83,Giuong
25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,1,0,0,58,169,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,88,59,0,0,3,255,43,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,Giuong
18,29,0,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,53,0,0,0,63,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,205,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,83,Giuong
74,34,0,0,0,30,17,0,0,0,0,0,0,0,0,0,1,1,0,0,3,235,55,0,0,1,62,5,0,0,0,0,0,0,0,0,0,8,0,0,0,11,255,14,0,0,2,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,111,Giuong
22,29,0,0,1,35,22,0,0,0,0,0,0,0,0,0,0,5,0,0,1,255,60,0,0,7,70,0,0,0,0,0,0,0,0,0,0,13,5,0,0,14,207,10,0,0,5,4,0,0,0,0,0,0,0,0,0,0,12,3,0,0,13,80,Giuong
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,54,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,125,0,0,0,255,200,Giuong
234,31,0,0,5,20,0,0,0,0,0,0,0,0,0,0,6,6,0,0,5,113,19,0,0,6,19,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,116,16,0,0,6,21,0,0,0,0,0,0,0,0,0,0,6,5,0,0,8,255,Giuong
129,32,0,0,0,34,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,159,51,0,0,0,71,4,0,0,0,0,0,0,0,0,0,5,0,0,0,7,255,8,0,0,2,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,153,Giuong
224,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,80,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,255,Giuong
224,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,80,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,255,Giuong
64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,6,0,0,57,197,10,0,0,0,1,0,0,0,0,0,0,0,0,0,2,90,53,0,0,7,255,27,0,0,0,5,0,0,0,0,0,0,0,0,0,1,5,8,0,0,0,82,Giuong
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,Giuong
137,37,0,0,2,36,19,0,0,0,0,0,0,0,0,0,3,4,0,0,3,172,58,0,0,4,75,5,0,0,0,0,0,0,0,0,0,8,5,0,0,10,255,19,0,0,7,8,0,0,0,0,0,0,0,0,0,0,12,4,0,0,16,160,Giuong
239,9,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,44,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,48,6,0,0,2,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,255,Giuong
17,35,0,0,0,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,82,0,0,0,45,14,0,0,0,0,0,0,0,0,0,7,0,0,0,13,255,86,0,0,1,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,18,206,Giuong
117,27,0,0,0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,38,0,0,0,31,19,0,0,0,0,0,0,0,0,0,3,0,0,0,5,183,69,0,0,1,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,255,Giuong
51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,17,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,27,58,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,24,1,0,0,70,255,Giuong
117,27,0,0,0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,38,0,0,0,31,19,0,0,0,0,0,0,0,0,0,3,0,0,0,5,183,69,0,0,1,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,255,Giuong
166,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,Giuong
25,34,0,0,1,39,24,0,0,0,0,0,0,0,0,0,1,5,0,0,1,231,76,2,0,7,63,18,0,0,0,0,0,0,0,0,0,13,7,0,0,15,255,65,0,0,6,32,0,0,0,0,0,0,0,0,0,0,17,4,0,0,19,217,Giuong
165,24,0,0,2,14,1,0,0,0,0,0,0,0,0,0,3,3,0,0,2,71,15,0,0,3,15,1,0,0,0,0,0,0,0,0,0,3,3,0,0,3,82,14,0,0,4,20,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,255,Giuong
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,255,26,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Giuong
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,255,26,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,Giuong
14,26,0,0,0,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,49,0,0,0,62,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,191,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,79,Giuong
18,29,0,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,53,0,0,0,63,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,205,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,83,Giuong
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,255,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,16,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Giuong
18,29,0,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,53,0,0,0,63,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,205,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,83,Giuong
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,162,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,255,0,0,0,101,47,Giuong
74,34,0,0,0,30,17,0,0,0,0,0,0,0,0,0,1,1,0,0,3,235,55,0,0,1,62,5,0,0,0,0,0,0,0,0,0,8,0,0,0,11,255,14,0,0,2,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,111,Giuong
22,30,0,0,1,35,22,0,0,0,0,0,0,0,0,0,0,5,0,0,1,255,60,0,0,7,69,0,0,0,0,0,0,0,0,0,0,13,5,0,0,14,207,10,0,0,5,4,0,0,0,0,0,0,0,0,0,0,12,3,0,0,13,80,Giuong
234,31,0,0,5,19,0,0,0,0,0,0,0,0,0,0,6,6,0,0,5,113,20,0,0,6,19,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,116,16,0,0,6,21,0,0,0,0,0,0,0,0,0,0,6,6,0,0,8,255,Giuong
129,32,0,0,0,34,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,159,51,0,0,0,71,4,0,0,0,0,0,0,0,0,0,5,0,0,0,7,255,8,0,0,2,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,153,Giuong
224,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,80,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,255,Giuong
224,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,80,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,255,Giuong
63,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,255,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,21,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,Giuong
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,Giuong
137,37,0,0,2,36,19,0,0,0,0,0,0,0,0,0,3,4,0,0,3,172,58,0,0,4,75,5,0,0,0,0,0,0,0,0,0,8,5,0,0,10,255,19,0,0,7,8,0,0,0,0,0,0,0,0,0,0,13,4,0,0,16,160,Giuong
239,9,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,44,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,47,6,0,0,2,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,255,Giuong
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,25,0,0,0,161,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,255,0,0,0,105,50,Giuong
17,35,0,0,0,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,82,0,0,0,45,14,0,0,0,0,0,0,0,0,0,7,0,0,0,13,255,86,0,0,1,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,18,206,Giuong
117,27,0,0,0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,38,0,0,0,31,19,0,0,0,0,0,0,0,0,0,3,0,0,0,5,183,69,0,0,1,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,255,Giuong
117,27,0,0,0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,38,0,0,0,31,19,0,0,0,0,0,0,0,0,0,3,0,0,0,5,183,69,0,0,1,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,255,Giuong
166,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,Giuong
25,34,0,0,1,38,24,0,0,0,0,0,0,0,0,0,1,5,0,0,1,231,75,2,0,7,63,18,0,0,0,0,0,0,0,0,0,12,6,0,0,15,255,65,0,0,6,32,0,0,0,0,0,0,0,0,0,0,17,4,0,0,19,217,Giuong
165,24,0,0,2,14,1,0,0,0,0,0,0,0,0,0,3,3,0,0,2,71,15,0,0,3,15,1,0,0,0,0,0,0,0,0,0,3,3,0,0,3,82,14,0,0,4,20,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,255,Giuong
14,26,0,0,0,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,49,0,0,0,62,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,191,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,79,Giuong
18,29,0,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,53,0,0,0,63,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,205,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,83,Giuong
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,255,26,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,14,Giuong
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,28,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,11,255,17,0,0,1,9,0,0,0,0,0,0,0,0,0,0,9,2,0,0,6,89,Giuong
57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,26,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,30,255,Giuong
29,2,0,0,4,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,12,255,4,0,0,5,3,0,0,0,0,0,0,0,0,0,0,22,6,0,0,24,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Giuong
18,29,0,0,0,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,53,0,0,0,63,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,205,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,13,83,Giuong
74,34,0,0,0,30,17,0,0,0,0,0,0,0,0,0,1,1,0,0,3,235,55,0,0,1,62,5,0,0,0,0,0,0,0,0,0,8,0,0,0,11,255,14,0,0,2,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,11,111,Giuong
22,29,0,0,1,35,22,0,0,0,0,0,0,0,0,0,0,5,0,0,1,255,59,0,0,7,70,0,0,0,0,0,0,0,0,0,0,13,6,0,0,14,207,10,0,0,5,4,0,0,0,0,0,0,0,0,0,0,12,3,0,0,13,80,Giuong
234,30,0,0,5,19,0,0,0,0,0,0,0,0,0,0,6,6,0,0,5,114,20,0,0,6,19,0,0,0,0,0,0,0,0,0,0,6,6,0,0,6,116,16,0,0,6,21,0,0,0,0,0,0,0,0,0,0,6,6,0,0,8,255,Giuong
129,32,0,0,0,34,20,0,0,0,0,0,0,0,0,0,1,0,0,0,1,159,51,0,0,0,71,4,0,0,0,0,0,0,0,0,0,5,0,0,0,7,255,8,0,0,2,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,15,153,Giuong
224,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,80,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,255,Giuong
224,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,80,10,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,255,Giuong
255,6,0,0,7,5,0,0,0,0,0,0,0,0,0,0,12,7,0,0,10,118,5,0,0,7,5,0,0,0,0,0,0,0,0,0,0,11,6,0,0,11,111,4,0,0,7,5,0,0,0,0,0,0,0,0,0,0,10,5,0,0,12,190,Giuong
248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,Giuong
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,255,Giuong
137,36,0,0,2,36,20,0,0,0,0,0,0,0,0,0,3,4,0,0,3,172,58,0,0,4,75,5,0,0,0,0,0,0,0,0,0,8,5,0,0,10,255,19,0,0,7,8,0,0,0,0,0,0,0,0,0,0,12,5,0,0,16,160,Giuong
239,9,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,44,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,48,6,0,0,2,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,255,Giuong
17,35,0,0,0,42,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,82,0,0,0,45,14,0,0,0,0,0,0,0,0,0,7,0,0,0,13,255,86,0,0,1,7,0,0,0,0,0,0,0,0,0,0,16,0,0,0,18,206,Giuong
117,27,0,0,0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,38,0,0,0,31,19,0,0,0,0,0,0,0,0,0,3,0,0,0,5,183,69,0,0,1,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,255,Giuong
117,27,0,0,0,27,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,122,38,0,0,0,31,19,0,0,0,0,0,0,0,0,0,3,0,0,0,5,183,69,0,0,1,18,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,255,Giuong
166,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,8,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,255,Giuong
25,34,0,0,0,38,24,0,0,0,0,0,0,0,0,0,1,5,0,0,1,232,76,2,0,7,63,18,0,0,0,0,0,0,0,0,0,13,7,0,0,15,255,65,0,0,6,32,0,0,0,0,0,0,0,0,0,0,17,4,0,0,19,218,Giuong
165,24,0,0,2,14,1,0,0,0,0,0,0,0,0,0,3,3,0,0,2,72,15,0,0,3,15,1,0,0,0,0,0,0,0,0,0,3,3,0,0,3,82,14,0,0,4,20,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,255,Giuong
14,26,0,0,0,33,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,49,0,0,0,62,0,0,0,0,0,0,0,0,0,0,9,0,0,0,11,191,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13,79,Giuong
